miRNA,Score_mi,Gene,Disease_name,Score_dis
hsa-miR-548ah-3p,84.7298310425925,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-548aj-3p,88.4274131624012,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-548am-3p,84.7298310425925,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-548aq-3p,84.7298310425925,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-548j-3p,84.7298310425925,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-548l,93.3156551038242,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-548n,87.9958479208,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-548x-3p,88.4274131624012,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-558,83.1419949237186,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-5582-5p,90.32578228,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-570-3p,89.2537125225226,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-6715a-3p,81.8239496647691,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-6767-3p,82.2597,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-6792-3p,84.4266,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-885-5p,81.4879021799,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-95-5p,83.9406253346699,SLC35D1,schneckenbecken dysplasia,93.0
hsa-miR-103a-3p,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-107,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-150-3p,89.842706854,DCN,corneal dystrophy,95.0
hsa-miR-190a-3p,99.9843134717534,DCN,corneal dystrophy,95.0
hsa-miR-203a-3p,80.2035835664,DCN,corneal dystrophy,95.0
hsa-miR-208a-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-208b-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-3145-5p,90.11511,DCN,corneal dystrophy,95.0
hsa-miR-340-5p,85.8732562811981,DCN,corneal dystrophy,95.0
hsa-miR-3606-5p,88.9278,DCN,corneal dystrophy,95.0
hsa-miR-374b-3p,81.2164915866425,DCN,corneal dystrophy,95.0
hsa-miR-4262,89.55875,DCN,corneal dystrophy,95.0
hsa-miR-4288,86.9204,DCN,corneal dystrophy,95.0
hsa-miR-4722-5p,81.8807,DCN,corneal dystrophy,95.0
hsa-miR-4724-5p,86.2313,DCN,corneal dystrophy,95.0
hsa-miR-4755-5p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-4766-3p,82.691,DCN,corneal dystrophy,95.0
hsa-miR-491-3p,81.2096808654563,DCN,corneal dystrophy,95.0
hsa-miR-5006-3p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-5006-5p,91.55857,DCN,corneal dystrophy,95.0
hsa-miR-5011-5p,99.9999745200583,DCN,corneal dystrophy,95.0
hsa-miR-6124,86.4784886057832,DCN,corneal dystrophy,95.0
hsa-miR-623,83.907860854,DCN,corneal dystrophy,95.0
hsa-miR-6806-5p,82.1829,DCN,corneal dystrophy,95.0
hsa-miR-6867-5p,82.413606315594,DCN,corneal dystrophy,95.0
hsa-miR-875-3p,80.560084141638,DCN,corneal dystrophy,95.0
hsa-miR-103a-3p,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-107,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-150-3p,89.842706854,DCN,corneal dystrophy,95.0
hsa-miR-190a-3p,99.9843134717534,DCN,corneal dystrophy,95.0
hsa-miR-203a-3p,80.2035835664,DCN,corneal dystrophy,95.0
hsa-miR-208a-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-208b-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-3145-5p,90.11511,DCN,corneal dystrophy,95.0
hsa-miR-340-5p,85.8732562811981,DCN,corneal dystrophy,95.0
hsa-miR-3606-5p,88.9278,DCN,corneal dystrophy,95.0
hsa-miR-374b-3p,81.2164915866425,DCN,corneal dystrophy,95.0
hsa-miR-4262,89.55875,DCN,corneal dystrophy,95.0
hsa-miR-4288,86.9204,DCN,corneal dystrophy,95.0
hsa-miR-4722-5p,81.8807,DCN,corneal dystrophy,95.0
hsa-miR-4724-5p,86.2313,DCN,corneal dystrophy,95.0
hsa-miR-4755-5p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-4766-3p,82.691,DCN,corneal dystrophy,95.0
hsa-miR-491-3p,81.2096808654563,DCN,corneal dystrophy,95.0
hsa-miR-5006-3p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-5006-5p,91.55857,DCN,corneal dystrophy,95.0
hsa-miR-5011-5p,99.9999745200583,DCN,corneal dystrophy,95.0
hsa-miR-6124,86.4784886057832,DCN,corneal dystrophy,95.0
hsa-miR-623,83.907860854,DCN,corneal dystrophy,95.0
hsa-miR-6806-5p,82.1829,DCN,corneal dystrophy,95.0
hsa-miR-6867-5p,82.413606315594,DCN,corneal dystrophy,95.0
hsa-miR-875-3p,80.560084141638,DCN,corneal dystrophy,95.0
hsa-miR-103a-3p,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-107,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-150-3p,89.842706854,DCN,corneal dystrophy,95.0
hsa-miR-190a-3p,99.9843134717534,DCN,corneal dystrophy,95.0
hsa-miR-203a-3p,80.2035835664,DCN,corneal dystrophy,95.0
hsa-miR-208a-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-208b-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-3145-5p,90.11511,DCN,corneal dystrophy,95.0
hsa-miR-340-5p,85.8732562811981,DCN,corneal dystrophy,95.0
hsa-miR-3606-5p,88.9278,DCN,corneal dystrophy,95.0
hsa-miR-374b-3p,81.2164915866425,DCN,corneal dystrophy,95.0
hsa-miR-4262,89.55875,DCN,corneal dystrophy,95.0
hsa-miR-4288,86.9204,DCN,corneal dystrophy,95.0
hsa-miR-4722-5p,81.8807,DCN,corneal dystrophy,95.0
hsa-miR-4724-5p,86.2313,DCN,corneal dystrophy,95.0
hsa-miR-4755-5p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-4766-3p,82.691,DCN,corneal dystrophy,95.0
hsa-miR-491-3p,81.2096808654563,DCN,corneal dystrophy,95.0
hsa-miR-5006-3p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-5006-5p,91.55857,DCN,corneal dystrophy,95.0
hsa-miR-5011-5p,99.9999745200583,DCN,corneal dystrophy,95.0
hsa-miR-6124,86.4784886057832,DCN,corneal dystrophy,95.0
hsa-miR-623,83.907860854,DCN,corneal dystrophy,95.0
hsa-miR-6806-5p,82.1829,DCN,corneal dystrophy,95.0
hsa-miR-6867-5p,82.413606315594,DCN,corneal dystrophy,95.0
hsa-miR-875-3p,80.560084141638,DCN,corneal dystrophy,95.0
hsa-miR-103a-3p,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-107,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-150-3p,89.842706854,DCN,corneal dystrophy,95.0
hsa-miR-190a-3p,99.9843134717534,DCN,corneal dystrophy,95.0
hsa-miR-203a-3p,80.2035835664,DCN,corneal dystrophy,95.0
hsa-miR-208a-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-208b-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-3145-5p,90.11511,DCN,corneal dystrophy,95.0
hsa-miR-340-5p,85.8732562811981,DCN,corneal dystrophy,95.0
hsa-miR-3606-5p,88.9278,DCN,corneal dystrophy,95.0
hsa-miR-374b-3p,81.2164915866425,DCN,corneal dystrophy,95.0
hsa-miR-4262,89.55875,DCN,corneal dystrophy,95.0
hsa-miR-4288,86.9204,DCN,corneal dystrophy,95.0
hsa-miR-4722-5p,81.8807,DCN,corneal dystrophy,95.0
hsa-miR-4724-5p,86.2313,DCN,corneal dystrophy,95.0
hsa-miR-4755-5p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-4766-3p,82.691,DCN,corneal dystrophy,95.0
hsa-miR-491-3p,81.2096808654563,DCN,corneal dystrophy,95.0
hsa-miR-5006-3p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-5006-5p,91.55857,DCN,corneal dystrophy,95.0
hsa-miR-5011-5p,99.9999745200583,DCN,corneal dystrophy,95.0
hsa-miR-6124,86.4784886057832,DCN,corneal dystrophy,95.0
hsa-miR-623,83.907860854,DCN,corneal dystrophy,95.0
hsa-miR-6806-5p,82.1829,DCN,corneal dystrophy,95.0
hsa-miR-6867-5p,82.413606315594,DCN,corneal dystrophy,95.0
hsa-miR-875-3p,80.560084141638,DCN,corneal dystrophy,95.0
hsa-miR-103a-3p,84.7268994538,DCN,corneal dystrophy,95.0
hsa-miR-107,84.7268994538,DCN,corneal dystrophy,95.0
hsa-miR-150-3p,89.664426604,DCN,corneal dystrophy,95.0
hsa-miR-181a-5p,86.9897281672,DCN,corneal dystrophy,95.0
hsa-miR-181b-5p,86.9897281672,DCN,corneal dystrophy,95.0
hsa-miR-181c-5p,86.9897281672,DCN,corneal dystrophy,95.0
hsa-miR-181d-5p,86.9897281672,DCN,corneal dystrophy,95.0
hsa-miR-190a-3p,99.9828305635179,DCN,corneal dystrophy,95.0
hsa-miR-208a-5p,81.2961,DCN,corneal dystrophy,95.0
hsa-miR-208b-5p,81.2961,DCN,corneal dystrophy,95.0
hsa-miR-3145-5p,89.5785,DCN,corneal dystrophy,95.0
hsa-miR-340-5p,85.2730687610794,DCN,corneal dystrophy,95.0
hsa-miR-3606-5p,88.2246,DCN,corneal dystrophy,95.0
hsa-miR-374b-3p,80.2178653310682,DCN,corneal dystrophy,95.0
hsa-miR-3908,93.08426,DCN,corneal dystrophy,95.0
hsa-miR-4262,94.09143488,DCN,corneal dystrophy,95.0
hsa-miR-4275,84.4007071481823,DCN,corneal dystrophy,95.0
hsa-miR-4288,86.5638,DCN,corneal dystrophy,95.0
hsa-miR-4722-5p,81.6347,DCN,corneal dystrophy,95.0
hsa-miR-4724-5p,86.0423,DCN,corneal dystrophy,95.0
hsa-miR-4755-5p,82.0127022878953,DCN,corneal dystrophy,95.0
hsa-miR-4766-3p,89.7565,DCN,corneal dystrophy,95.0
hsa-miR-5006-3p,82.0127022878953,DCN,corneal dystrophy,95.0
hsa-miR-5006-5p,87.5125,DCN,corneal dystrophy,95.0
hsa-miR-5011-5p,99.9999713849911,DCN,corneal dystrophy,95.0
hsa-miR-541-3p,81.017,DCN,corneal dystrophy,95.0
hsa-miR-6124,86.2900824000881,DCN,corneal dystrophy,95.0
hsa-miR-623,83.6793053632,DCN,corneal dystrophy,95.0
hsa-miR-642a-3p,92.3600953848,DCN,corneal dystrophy,95.0
hsa-miR-642b-3p,92.3600953848,DCN,corneal dystrophy,95.0
hsa-miR-654-5p,81.017,DCN,corneal dystrophy,95.0
hsa-miR-6867-5p,82.1712053196673,DCN,corneal dystrophy,95.0
hsa-miR-103a-3p,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-107,84.913796576,DCN,corneal dystrophy,95.0
hsa-miR-150-3p,89.842706854,DCN,corneal dystrophy,95.0
hsa-miR-190a-3p,99.9843134717534,DCN,corneal dystrophy,95.0
hsa-miR-203a-3p,80.2035835664,DCN,corneal dystrophy,95.0
hsa-miR-208a-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-208b-5p,85.4123,DCN,corneal dystrophy,95.0
hsa-miR-3145-5p,90.11511,DCN,corneal dystrophy,95.0
hsa-miR-340-5p,85.8732562811981,DCN,corneal dystrophy,95.0
hsa-miR-3606-5p,88.9278,DCN,corneal dystrophy,95.0
hsa-miR-374b-3p,81.2164915866425,DCN,corneal dystrophy,95.0
hsa-miR-4262,89.55875,DCN,corneal dystrophy,95.0
hsa-miR-4288,86.9204,DCN,corneal dystrophy,95.0
hsa-miR-4722-5p,81.8807,DCN,corneal dystrophy,95.0
hsa-miR-4724-5p,86.2313,DCN,corneal dystrophy,95.0
hsa-miR-4755-5p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-4766-3p,82.691,DCN,corneal dystrophy,95.0
hsa-miR-491-3p,81.2096808654563,DCN,corneal dystrophy,95.0
hsa-miR-5006-3p,82.2534435051091,DCN,corneal dystrophy,95.0
hsa-miR-5006-5p,91.55857,DCN,corneal dystrophy,95.0
hsa-miR-5011-5p,99.9999745200583,DCN,corneal dystrophy,95.0
hsa-miR-6124,86.4784886057832,DCN,corneal dystrophy,95.0
hsa-miR-623,83.907860854,DCN,corneal dystrophy,95.0
hsa-miR-6806-5p,82.1829,DCN,corneal dystrophy,95.0
hsa-miR-6867-5p,82.413606315594,DCN,corneal dystrophy,95.0
hsa-miR-875-3p,80.560084141638,DCN,corneal dystrophy,95.0
hsa-miR-103a-3p,95.60170465375,MYH9,may-hegglin anomaly,100.0
hsa-miR-103a-3p,95.60170465375,MYH9,sebastian syndrome,100.0
hsa-miR-10526-3p,95.3960886236,MYH9,may-hegglin anomaly,100.0
hsa-miR-10526-3p,95.3960886236,MYH9,sebastian syndrome,100.0
hsa-miR-107,95.60170465375,MYH9,may-hegglin anomaly,100.0
hsa-miR-107,95.60170465375,MYH9,sebastian syndrome,100.0
hsa-miR-124-3p,88.795,MYH9,may-hegglin anomaly,100.0
hsa-miR-124-3p,88.795,MYH9,sebastian syndrome,100.0
hsa-miR-1249-5p,85.1195757442641,MYH9,may-hegglin anomaly,100.0
hsa-miR-1249-5p,85.1195757442641,MYH9,sebastian syndrome,100.0
hsa-miR-1258,80.3088,MYH9,may-hegglin anomaly,100.0
hsa-miR-1258,80.3088,MYH9,sebastian syndrome,100.0
hsa-miR-1294,84.8388,MYH9,may-hegglin anomaly,100.0
hsa-miR-1294,84.8388,MYH9,sebastian syndrome,100.0
hsa-miR-133a-3p,86.381,MYH9,may-hegglin anomaly,100.0
hsa-miR-133a-3p,86.381,MYH9,sebastian syndrome,100.0
hsa-miR-133b,86.381,MYH9,may-hegglin anomaly,100.0
hsa-miR-133b,86.381,MYH9,sebastian syndrome,100.0
hsa-miR-190a-3p,89.8666,MYH9,may-hegglin anomaly,100.0
hsa-miR-190a-3p,89.8666,MYH9,sebastian syndrome,100.0
hsa-miR-3064-5p,81.2102,MYH9,may-hegglin anomaly,100.0
hsa-miR-3064-5p,81.2102,MYH9,sebastian syndrome,100.0
hsa-miR-3085-3p,81.2102,MYH9,may-hegglin anomaly,100.0
hsa-miR-3085-3p,81.2102,MYH9,sebastian syndrome,100.0
hsa-miR-3120-3p,95.1798669562,MYH9,may-hegglin anomaly,100.0
hsa-miR-3120-3p,95.1798669562,MYH9,sebastian syndrome,100.0
hsa-miR-32-5p,81.2265,MYH9,may-hegglin anomaly,100.0
hsa-miR-32-5p,81.2265,MYH9,sebastian syndrome,100.0
hsa-miR-34a-5p,82.7798,MYH9,may-hegglin anomaly,100.0
hsa-miR-34a-5p,82.7798,MYH9,sebastian syndrome,100.0
hsa-miR-34c-5p,82.7798,MYH9,may-hegglin anomaly,100.0
hsa-miR-34c-5p,82.7798,MYH9,sebastian syndrome,100.0
hsa-miR-363-3p,81.2265,MYH9,may-hegglin anomaly,100.0
hsa-miR-363-3p,81.2265,MYH9,sebastian syndrome,100.0
hsa-miR-3649,87.8085,MYH9,may-hegglin anomaly,100.0
hsa-miR-3649,87.8085,MYH9,sebastian syndrome,100.0
hsa-miR-3665,81.221885425,MYH9,may-hegglin anomaly,100.0
hsa-miR-3665,81.221885425,MYH9,sebastian syndrome,100.0
hsa-miR-367-3p,81.2265,MYH9,may-hegglin anomaly,100.0
hsa-miR-367-3p,81.2265,MYH9,sebastian syndrome,100.0
hsa-miR-3714,95.9838009016,MYH9,may-hegglin anomaly,100.0
hsa-miR-3714,95.9838009016,MYH9,sebastian syndrome,100.0
hsa-miR-376a-5p,91.64357,MYH9,may-hegglin anomaly,100.0
hsa-miR-376a-5p,91.64357,MYH9,sebastian syndrome,100.0
hsa-miR-410-3p,83.7459,MYH9,may-hegglin anomaly,100.0
hsa-miR-410-3p,83.7459,MYH9,sebastian syndrome,100.0
hsa-miR-4281,80.2266,MYH9,may-hegglin anomaly,100.0
hsa-miR-4281,80.2266,MYH9,sebastian syndrome,100.0
hsa-miR-4325,84.8238,MYH9,may-hegglin anomaly,100.0
hsa-miR-4325,84.8238,MYH9,sebastian syndrome,100.0
hsa-miR-433-3p,91.56689,MYH9,may-hegglin anomaly,100.0
hsa-miR-433-3p,91.56689,MYH9,sebastian syndrome,100.0
hsa-miR-449a,82.7798,MYH9,may-hegglin anomaly,100.0
hsa-miR-449a,82.7798,MYH9,sebastian syndrome,100.0
hsa-miR-449b-5p,82.7798,MYH9,may-hegglin anomaly,100.0
hsa-miR-449b-5p,82.7798,MYH9,sebastian syndrome,100.0
hsa-miR-4753-3p,94.0627562487,MYH9,may-hegglin anomaly,100.0
hsa-miR-4753-3p,94.0627562487,MYH9,sebastian syndrome,100.0
hsa-miR-4786-3p,85.9109390875,MYH9,may-hegglin anomaly,100.0
hsa-miR-4786-3p,85.9109390875,MYH9,sebastian syndrome,100.0
hsa-miR-483-3p,86.65648008,MYH9,may-hegglin anomaly,100.0
hsa-miR-483-3p,86.65648008,MYH9,sebastian syndrome,100.0
hsa-miR-492,92.97332,MYH9,may-hegglin anomaly,100.0
hsa-miR-492,92.97332,MYH9,sebastian syndrome,100.0
hsa-miR-5002-5p,87.5214,MYH9,may-hegglin anomaly,100.0
hsa-miR-5002-5p,87.5214,MYH9,sebastian syndrome,100.0
hsa-miR-506-3p,88.795,MYH9,may-hegglin anomaly,100.0
hsa-miR-506-3p,88.795,MYH9,sebastian syndrome,100.0
hsa-miR-542-3p,91.7434096244,MYH9,may-hegglin anomaly,100.0
hsa-miR-542-3p,91.7434096244,MYH9,sebastian syndrome,100.0
hsa-miR-597-3p,87.7524,MYH9,may-hegglin anomaly,100.0
hsa-miR-597-3p,87.7524,MYH9,sebastian syndrome,100.0
hsa-miR-6504-5p,81.2102,MYH9,may-hegglin anomaly,100.0
hsa-miR-6504-5p,81.2102,MYH9,sebastian syndrome,100.0
hsa-miR-6512-5p,92.13867,MYH9,may-hegglin anomaly,100.0
hsa-miR-6512-5p,92.13867,MYH9,sebastian syndrome,100.0
hsa-miR-661,82.1793258647247,MYH9,may-hegglin anomaly,100.0
hsa-miR-661,82.1793258647247,MYH9,sebastian syndrome,100.0
hsa-miR-6825-5p,96.0735035331395,MYH9,may-hegglin anomaly,100.0
hsa-miR-6825-5p,96.0735035331395,MYH9,sebastian syndrome,100.0
hsa-miR-9-5p,90.23509,MYH9,may-hegglin anomaly,100.0
hsa-miR-9-5p,90.23509,MYH9,sebastian syndrome,100.0
hsa-miR-92a-3p,81.2265,MYH9,may-hegglin anomaly,100.0
hsa-miR-92a-3p,81.2265,MYH9,sebastian syndrome,100.0
hsa-miR-92b-3p,81.2265,MYH9,may-hegglin anomaly,100.0
hsa-miR-92b-3p,81.2265,MYH9,sebastian syndrome,100.0
hsa-miR-9986,84.8388,MYH9,may-hegglin anomaly,100.0
hsa-miR-9986,84.8388,MYH9,sebastian syndrome,100.0
hsa-miR-103a-3p,86.584117378,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-106a-5p,84.2163,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-106b-5p,88.2608,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-107,86.584117378,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-1275,80.3031757843388,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-15a-5p,93.2385492901,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-15b-5p,93.2385492901,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-16-5p,93.2385492901,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-17-5p,84.2163,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-195-5p,93.2385492901,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-20a-5p,88.2608,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-20b-5p,84.2163,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-214-3p,96.9030574484795,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-302e,81.2476,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-3194-3p,81.1455584805,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-3619-5p,97.5010061272228,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-424-5p,91.5590473678,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-4291,84.6103478089,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-4310,88.2173833221,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-4437,94.00092,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-4447,85.313273582193,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-4721,80.4020803076,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-497-5p,91.5590473678,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-499a-3p,88.4977064086055,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-499b-3p,88.4977064086055,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-519d-3p,84.2163,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-526b-3p,84.2163,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-625-5p,91.3571500771,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-6751-5p,81.3634754569825,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-6829-5p,90.4839793690625,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-6838-5p,93.2385492901,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-7157-5p,86.695248952,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-761,96.9030574484795,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-766-3p,96.3261704495103,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-93-5p,84.2163,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-106b-5p,83.0133,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-1275,80.3031757843388,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-20a-5p,83.0133,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-4447,85.313273582193,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-499a-3p,88.4977064086055,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-499b-3p,88.4977064086055,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-625-5p,91.3571500771,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-6751-5p,81.3634754569825,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-6829-5p,90.4839793690625,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-766-3p,87.4955231422797,MFN2,charcot-marie-tooth disease,81.0
hsa-miR-103a-3p,89.5364388523747,HTT,huntington disease,100.0
hsa-miR-107,89.5364388523747,HTT,huntington disease,100.0
hsa-miR-1200,96.35011544762,HTT,huntington disease,100.0
hsa-miR-1225-3p,87.0432361383206,HTT,huntington disease,100.0
hsa-miR-1253,91.4117,HTT,huntington disease,100.0
hsa-miR-1321,83.5101733096506,HTT,huntington disease,100.0
hsa-miR-4283,85.9531650392997,HTT,huntington disease,100.0
hsa-miR-4324,95.750334385,HTT,huntington disease,100.0
hsa-miR-4739,82.9474762913398,HTT,huntington disease,100.0
hsa-miR-4756-5p,83.5101733096506,HTT,huntington disease,100.0
hsa-miR-544b,90.478685275,HTT,huntington disease,100.0
hsa-miR-602,94.0480095529374,HTT,huntington disease,100.0
hsa-miR-6734-3p,87.328700574,HTT,huntington disease,100.0
hsa-miR-6736-3p,92.3989795174169,HTT,huntington disease,100.0
hsa-miR-6770-5p,88.5561312757,HTT,huntington disease,100.0
hsa-miR-6867-5p,88.8534989580778,HTT,huntington disease,100.0
hsa-miR-760,93.3581948401131,HTT,huntington disease,100.0
hsa-miR-103b,94.23062,CFC1,heterotaxy,90.0
hsa-miR-7154-5p,91.9089044875,CFC1,heterotaxy,90.0
hsa-miR-103b,94.23062,CFC1,heterotaxy,90.0
hsa-miR-7154-5p,91.9089044875,CFC1,heterotaxy,90.0
hsa-miR-103b,94.25924,CFC1,heterotaxy,90.0
hsa-miR-7154-5p,92.0623282664,CFC1,heterotaxy,90.0
hsa-miR-103b,80.9239714792,GHR,laron syndrome,100.0
hsa-miR-1252-5p,82.5741381814,GHR,laron syndrome,100.0
hsa-miR-1256,81.454811752,GHR,laron syndrome,100.0
hsa-miR-142-3p,86.0485,GHR,laron syndrome,100.0
hsa-miR-149-5p,80.704,GHR,laron syndrome,100.0
hsa-miR-153-5p,87.502925242,GHR,laron syndrome,100.0
hsa-miR-15a-5p,93.29818564935,GHR,laron syndrome,100.0
hsa-miR-15b-5p,93.29818564935,GHR,laron syndrome,100.0
hsa-miR-16-5p,93.29818564935,GHR,laron syndrome,100.0
hsa-miR-195-5p,93.29818564935,GHR,laron syndrome,100.0
hsa-miR-202-3p,92.9368983288217,GHR,laron syndrome,100.0
hsa-miR-3163,91.7373351529056,GHR,laron syndrome,100.0
hsa-miR-335-3p,85.0117929247429,GHR,laron syndrome,100.0
hsa-miR-3529-3p,90.5278262012182,GHR,laron syndrome,100.0
hsa-miR-3658,84.3999,GHR,laron syndrome,100.0
hsa-miR-3912-5p,83.6511,GHR,laron syndrome,100.0
hsa-miR-3945,80.3072,GHR,laron syndrome,100.0
hsa-miR-424-5p,92.20733179624,GHR,laron syndrome,100.0
hsa-miR-4424,84.5160405342,GHR,laron syndrome,100.0
hsa-miR-4477a,91.637236743388,GHR,laron syndrome,100.0
hsa-miR-4524a-5p,91.02289,GHR,laron syndrome,100.0
hsa-miR-4524b-5p,91.02289,GHR,laron syndrome,100.0
hsa-miR-4678,80.9673,GHR,laron syndrome,100.0
hsa-miR-4698,82.6917853018534,GHR,laron syndrome,100.0
hsa-miR-497-5p,92.20733179624,GHR,laron syndrome,100.0
hsa-miR-516a-3p,85.6137297088,GHR,laron syndrome,100.0
hsa-miR-516b-3p,85.6137297088,GHR,laron syndrome,100.0
hsa-miR-561-3p,87.8130466410416,GHR,laron syndrome,100.0
hsa-miR-622,82.8739791189481,GHR,laron syndrome,100.0
hsa-miR-624-5p,90.18825,GHR,laron syndrome,100.0
hsa-miR-6728-3p,82.8226957625,GHR,laron syndrome,100.0
hsa-miR-6838-5p,92.35590444145,GHR,laron syndrome,100.0
hsa-miR-6852-3p,82.3351,GHR,laron syndrome,100.0
hsa-miR-7162-5p,85.6137297088,GHR,laron syndrome,100.0
hsa-miR-873-3p,83.3617,GHR,laron syndrome,100.0
hsa-miR-1252-5p,83.6382212612,GHR,laron syndrome,100.0
hsa-miR-142-3p,91.88498,GHR,laron syndrome,100.0
hsa-miR-153-5p,90.3411837847,GHR,laron syndrome,100.0
hsa-miR-15a-5p,84.4703,GHR,laron syndrome,100.0
hsa-miR-15b-5p,84.4703,GHR,laron syndrome,100.0
hsa-miR-16-5p,84.4703,GHR,laron syndrome,100.0
hsa-miR-195-5p,84.4703,GHR,laron syndrome,100.0
hsa-miR-196a-1-3p,88.5246986966982,GHR,laron syndrome,100.0
hsa-miR-202-3p,82.8842504161,GHR,laron syndrome,100.0
hsa-miR-3163,88.7725307149192,GHR,laron syndrome,100.0
hsa-miR-3529-3p,95.1477958234139,GHR,laron syndrome,100.0
hsa-miR-3613-3p,80.1932826596611,GHR,laron syndrome,100.0
